k,date,weekday,month,publication_hour,s_r,recent_h_start,recent_h_end,recent_interval_start,recent_interval_end,n_valid_slots,valid,b_kW,e_slot_30_kW,e_slot_31_kW,e_slot_32_kW,e_slot_33_kW,e_slot_34_kW,e_slot_35_kW,e_slot_66_kW,e_slot_67_kW,e_slot_68_kW,e_slot_69_kW,e_slot_70_kW,e_slot_71_kW,e_slot_102_kW,e_slot_103_kW,e_slot_104_kW,e_slot_105_kW,e_slot_106_kW,e_slot_107_kW
243,2025-09-01,0,2025-09,18,108,102,107,2025-09-01 17:00:00,2025-09-01 18:00:00,6,True,-931.0993278000154,,,,,,,,,,,,,-874.4967515554872,-901.9520094709269,-962.2023633278632,-899.5781446574147,-908.8159314020613,-1039.550766386339
244,2025-09-02,1,2025-09,18,108,102,107,2025-09-02 17:00:00,2025-09-02 18:00:00,6,True,-696.4230329113835,,,,,,,,,,,,,-742.5399626169365,-614.9652626169363,-577.6212593821247,-590.0330177941396,-734.5818916633589,-918.7968033948055
245,2025-09-03,2,2025-09,18,108,102,107,2025-09-03 17:00:00,2025-09-03 18:00:00,6,True,-628.0777662238789,,,,,,,,,,,,,-539.3061457256408,-628.3344909302959,-565.960769891637,-417.90746989163654,-634.6495078020089,-982.3082131020547
246,2025-09-04,3,2025-09,18,108,102,107,2025-09-04 17:00:00,2025-09-04 18:00:00,6,True,-280.7858604850588,,,,,,,,,,,,,-221.92613245012217,-154.0751834192888,-428.1997834192889,-489.36512515719915,-274.57512093075366,-116.5738175337001
247,2025-09-05,4,2025-09,18,108,102,107,2025-09-05 17:00:00,2025-09-05 18:00:00,6,True,-495.5363247717044,,,,,,,,,,,,,-434.2173411902836,-530.0327486563829,-524.3152435332868,-465.5740435332873,-532.3998070693797,-486.6787646476064
248,2025-09-06,5,2025-09,18,108,102,107,2025-09-06 17:00:00,2025-09-06 18:00:00,6,True,-33.300622691592935,,,,,,,,,,,,,-31.246448126494215,107.60160765173123,-12.788728055119009,110.60709369881761,-143.37790564778243,-230.5993556707108
249,2025-09-07,6,2025-09,18,108,102,107,2025-09-07 17:00:00,2025-09-07 18:00:00,6,True,-110.93720961236431,,,,,,,,,,,,,-385.1541183033096,-175.44496949136646,-144.200556734364,-238.55956949136635,103.69061597372638,174.04534037249414
250,2025-09-08,0,2025-09,18,108,102,107,2025-09-08 17:00:00,2025-09-08 18:00:00,6,True,669.3241878258227,,,,,,,,,,,,,769.6088592028409,664.5301592028409,590.3510289674632,636.7536173273356,645.3347104523564,709.3667518020993
251,2025-09-09,1,2025-09,18,108,102,107,2025-09-09 17:00:00,2025-09-09 18:00:00,6,True,-228.66898488570814,,,,,,,,,,,,,-253.9114584128729,-461.4826656853411,-455.00196096534637,-238.45882734648694,-6.772997775847216,43.61400087164566
252,2025-09-10,2,2025-09,18,108,102,107,2025-09-10 17:00:00,2025-09-10 18:00:00,6,True,-266.16922872106335,,,,,,,,,,,,,-319.0806490040377,-228.2502125878218,-103.05677218760593,-113.73117145624565,-429.34921520411353,-403.5473518865556
253,2025-09-11,3,2025-09,18,108,102,107,2025-09-11 17:00:00,2025-09-11 18:00:00,6,True,-245.72423560893625,,,,,,,,,,,,,-141.16770472096323,-425.4063761289126,-301.75563023314317,137.61689441484123,-223.90937247446254,-519.7232245109772
254,2025-09-12,4,2025-09,18,108,102,107,2025-09-12 17:00:00,2025-09-12 18:00:00,6,True,-124.61315806478972,,,,,,,,,,,,,-332.47548364127624,-17.762797536541257,61.21710246345856,-197.00119942994343,-224.51889753654132,-37.13767270789458
255,2025-09-13,5,2025-09,18,108,102,107,2025-09-13 17:00:00,2025-09-13 18:00:00,6,True,-2.586260179190655,,,,,,,,,,,,,67.81299236215318,282.44971997242783,156.49682274171482,-353.11137648267913,-191.32205605390936,22.156336385148734
256,2025-09-14,6,2025-09,18,108,102,107,2025-09-14 17:00:00,2025-09-14 18:00:00,6,True,-42.982269817750115,,,,,,,,,,,,,78.45109339302235,120.47299339302208,118.23679339302271,-26.38558992013077,-286.81448992012974,-261.8544192453073
257,2025-09-15,0,2025-09,18,108,102,107,2025-09-15 17:00:00,2025-09-15 18:00:00,6,True,-269.3872482677836,,,,,,,,,,,,,-411.9154136532861,-460.71694121428936,-299.02917845713364,-67.5838639822905,-248.84408179716957,-128.23401050253233
258,2025-09-16,1,2025-09,18,108,102,107,2025-09-16 17:00:00,2025-09-16 18:00:00,6,True,17.728226434003318,,,,,,,,,,,,,138.19048058474527,118.95974085400303,71.92314514392365,46.15699711643083,-106.39760091580047,-162.4634041792824
259,2025-09-17,2,2025-09,18,108,102,107,2025-09-17 17:00:00,2025-09-17 18:00:00,6,True,-85.39344511748322,,,,,,,,,,,,,-138.4055905653713,-166.9532962556441,-157.20511637074378,-60.751016370743855,116.74918309068653,-105.79483423308284
260,2025-09-18,3,2025-09,18,108,102,107,2025-09-18 17:00:00,2025-09-18 18:00:00,6,True,12.754061574089215,,,,,,,,,,,,,237.59319352987586,44.60600740967493,-121.2860925903251,-75.9346520819854,-1.153165425563202,-7.300921397141792
261,2025-09-19,4,2025-09,18,108,102,107,2025-09-19 17:00:00,2025-09-19 18:00:00,6,True,-47.488440964849055,,,,,,,,,,,,,228.63888334151488,-134.63021665848555,-350.1930430796883,-71.47854307968873,148.04288310588754,-105.31060941863416
262,2025-09-20,5,2025-09,18,108,102,107,2025-09-20 17:00:00,2025-09-20 18:00:00,6,True,-78.44375119084566,,,,,,,,,,,,,-167.22004361791915,-158.5842938326723,-44.249029509651336,75.9253143119995,-82.66085656034693,-93.87359793648375
263,2025-09-21,6,2025-09,18,108,102,107,2025-09-21 17:00:00,2025-09-21 18:00:00,6,True,-36.11390127374201,,,,,,,,,,,,,55.452699702182144,61.44500219822203,81.2387997021824,28.237437666672122,-177.09784481972656,-265.9595020919842
264,2025-09-22,0,2025-09,18,108,102,107,2025-09-22 17:00:00,2025-09-22 18:00:00,6,True,118.83308340337878,,,,,,,,,,,,,104.61086067372344,311.24776067372295,235.214060673723,63.37504664474636,50.80395227311146,-52.25318051875456
265,2025-09-23,1,2025-09,18,108,102,107,2025-09-23 17:00:00,2025-09-23 18:00:00,6,True,-67.75236761666035,,,,,,,,,,,,,-208.37791121450482,-31.817108511150764,-1.3161284543593865,-91.87004628572322,2.0797077633242225,-75.21271899754811
266,2025-09-24,2,2025-09,18,108,102,107,2025-09-24 17:00:00,2025-09-24 18:00:00,6,True,-27.84821903653589,,,,,,,,,,,,,83.84824590705739,120.82962935763226,-15.793730330270591,-172.3144540624653,-108.0338030735029,-75.6252020176662
267,2025-09-25,3,2025-09,18,108,102,107,2025-09-25 17:00:00,2025-09-25 18:00:00,6,True,-112.73433703953879,,,,,,,,,,,,,-304.51045371768214,-28.306644241833965,51.238052064170915,-341.3739410295457,-215.8672632404523,162.41422792811045
268,2025-09-26,4,2025-09,18,108,102,107,2025-09-26 17:00:00,2025-09-26 18:00:00,6,True,-233.13570024937408,,,,,,,,,,,,,-176.76643831445426,-254.0525937185398,-95.46343335884694,-38.716183231963896,-290.9598491884981,-542.8557036839416
269,2025-09-27,5,2025-09,18,108,102,107,2025-09-27 17:00:00,2025-09-27 18:00:00,6,True,-65.03598317304568,,,,,,,,,,,,,-27.406913269072902,-97.57873213486528,-312.59627856153384,-295.9754684567488,186.369315729738,156.97217765420874
270,2025-09-28,6,2025-09,18,108,102,107,2025-09-28 17:00:00,2025-09-28 18:00:00,6,True,103.43013056057771,,,,,,,,,,,,,-150.6600092716253,-179.23830657788858,-85.65929942837101,154.47069476253728,506.2774556003642,375.3902482784497
271,2025-09-29,0,2025-09,18,108,102,107,2025-09-29 17:00:00,2025-09-29 18:00:00,6,True,53.13125374206842,,,,,,,,,,,,,128.32254368259237,276.42095817376594,238.2292238049631,-31.566911722392433,-172.8711959272805,-119.747095559238
272,2025-09-30,1,2025-09,18,108,102,107,2025-09-30 17:00:00,2025-09-30 18:00:00,6,True,26.62072125532768,,,,,,,,,,,,,5.740753588797816,0.7096816362072786,-54.425530516414256,-27.96432698065746,57.92507760497483,177.73867219905787
273,2025-10-01,2,2025-10,18,108,102,107,2025-10-01 17:00:00,2025-10-01 18:00:00,6,True,-191.80609236756678,,,,,,,,,,,,,-205.98899416490076,-141.88777930491506,-179.36552668142122,-210.75771278067896,-247.41636267809827,-165.42017859538646
274,2025-10-02,3,2025-10,18,108,102,107,2025-10-02 17:00:00,2025-10-02 18:00:00,6,True,-80.77070606974333,,,,,,,,,,,,,-267.0629001835259,-38.930258087255424,64.8772341409458,-55.882415442893034,-60.290810794579556,-127.33508605115185
275,2025-10-03,4,2025-10,18,108,102,107,2025-10-03 17:00:00,2025-10-03 18:00:00,6,True,-156.04293161444411,,,,,,,,,,,,,-271.58705601388783,-167.90677964191582,-33.27364033193862,-84.36767702114457,-182.9220885179484,-196.20034815982945
276,2025-10-04,5,2025-10,18,108,102,107,2025-10-04 17:00:00,2025-10-04 18:00:00,6,True,-212.93119527039266,,,,,,,,,,,,,-283.3992608301196,-252.28494778583126,-38.74937297616589,-128.73617541627937,-235.10220730697984,-339.31520730698
277,2025-10-05,6,2025-10,18,108,102,107,2025-10-05 17:00:00,2025-10-05 18:00:00,6,True,-80.87877209142455,,,,,,,,,,,,,-145.58920400520674,-115.62843303872523,-92.77464435487491,-126.42271454641741,-68.15849936446739,63.300862761144344
278,2025-10-06,0,2025-10,18,108,102,107,2025-10-06 17:00:00,2025-10-06 18:00:00,6,True,-48.630478885828175,,,,,,,,,,,,,106.15402369414005,-72.99587680275545,-66.62888019030197,65.5500946802913,-115.83512154008804,-208.02711315625493
279,2025-10-07,1,2025-10,18,108,102,107,2025-10-07 17:00:00,2025-10-07 18:00:00,6,True,-89.5235737057072,,,,,,,,,,,,,-80.16952798334387,-3.682464994318252,-66.769811567543,-160.5335040498867,-70.20409093156559,-155.7820427075858
280,2025-10-08,2,2025-10,18,108,102,107,2025-10-08 17:00:00,2025-10-08 18:00:00,6,True,129.48150374557613,,,,,,,,,,,,,88.52559658520568,275.6571331144405,175.0667696071041,-90.04731924622502,17.28712312848984,310.39971928444174
281,2025-10-09,3,2025-10,18,108,102,107,2025-10-09 17:00:00,2025-10-09 18:00:00,6,True,17.344492313789186,,,,,,,,,,,,,-36.02790401223774,-78.30160305436766,27.476292891053163,69.81331061100627,32.73375218266938,88.3731052646117
282,2025-10-10,4,2025-10,18,108,102,107,2025-10-10 17:00:00,2025-10-10 18:00:00,6,True,116.37796518941302,,,,,,,,,,,,,-61.734707457811055,50.85126749608435,138.48343055539135,137.48494878580186,221.14728514728995,212.03556660972163
283,2025-10-11,5,2025-10,18,108,102,107,2025-10-11 17:00:00,2025-10-11 18:00:00,6,True,54.87600867805221,,,,,,,,,,,,,91.47679271975221,-56.905698228667916,-55.2065445282783,137.64415045794703,85.08110234151854,127.16624930604166
284,2025-10-12,6,2025-10,18,108,102,107,2025-10-12 17:00:00,2025-10-12 18:00:00,6,True,-24.77252735329739,,,,,,,,,,,,,181.11434564720366,43.06693417901079,-30.821600664961807,-31.326889196768207,-138.65586238873584,-172.01209169553294
285,2025-10-13,0,2025-10,18,108,102,107,2025-10-13 17:00:00,2025-10-13 18:00:00,6,True,2.9817876320394134,,,,,,,,,,,,,-37.45742439418609,6.1346592211630195,2.3706945146132057,-82.38359581606983,11.58382730183439,117.64256496488179
286,2025-10-14,1,2025-10,18,108,102,107,2025-10-14 17:00:00,2025-10-14 18:00:00,6,True,-50.29522411452596,,,,,,,,,,,,,13.78330642023684,-89.80332199323311,-121.67846876355634,-102.66725340080211,-35.10983641635903,33.70422946655799
287,2025-10-15,2,2025-10,18,108,102,107,2025-10-15 17:00:00,2025-10-15 18:00:00,6,True,52.4672136084317,,,,,,,,,,,,,-90.24803519623038,-8.895240920106517,0.8718673856101304,39.89271272104543,205.56153788910615,167.62043977116537
288,2025-10-16,3,2025-10,18,108,102,107,2025-10-16 17:00:00,2025-10-16 18:00:00,6,True,-27.019701477237202,,,,,,,,,,,,,216.29366153873434,-129.20547483384235,-136.4767841114808,106.89820861949556,-57.02903872342267,-162.59878135290728
289,2025-10-17,4,2025-10,18,108,102,107,2025-10-17 17:00:00,2025-10-17 18:00:00,6,True,-77.10181477202582,,,,,,,,,,,,,-96.23193222083319,-62.48985873940774,-62.521374137076236,-243.0427093598837,-43.18684967239142,44.86183549743737
290,2025-10-18,5,2025-10,18,108,102,107,2025-10-18 17:00:00,2025-10-18 18:00:00,6,True,-23.334848249388642,,,,,,,,,,,,,44.78788959842586,-139.5970100694467,-130.12101457953304,31.3203656223468,37.88618443496216,15.71449549691306
291,2025-10-19,6,2025-10,18,108,102,107,2025-10-19 17:00:00,2025-10-19 18:00:00,6,True,18.026953970379356,,,,,,,,,,,,,-34.44596397555415,51.1993860093462,67.59082480339293,-37.105618632454934,39.38911081525839,21.533984802287705
292,2025-10-20,0,2025-10,18,108,102,107,2025-10-20 17:00:00,2025-10-20 18:00:00,6,True,-33.676346831229544,,,,,,,,,,,,,21.160464435792164,-178.85707744014235,-149.07964484140484,41.83348820948049,35.764380447285475,27.120308201611806
293,2025-10-21,1,2025-10,18,108,102,107,2025-10-21 17:00:00,2025-10-21 18:00:00,6,True,47.81967026825805,,,,,,,,,,,,,89.63524039834283,-56.733783272004075,-100.01823106421489,89.3791036902885,135.75491012401926,128.90078173311667
294,2025-10-22,2,2025-10,18,108,102,107,2025-10-22 17:00:00,2025-10-22 18:00:00,6,True,62.03415195801426,,,,,,,,,,,,,114.92538092136328,39.907851539890544,45.13875153989011,54.41554421937599,48.19167040008597,69.62571312747968
295,2025-10-23,3,2025-10,18,108,102,107,2025-10-23 17:00:00,2025-10-23 18:00:00,6,True,143.3397779817119,,,,,,,,,,,,,122.06674219833803,215.35172912056623,142.4128964353531,34.9569555651442,119.39345256728029,225.85689200358956
296,2025-10-24,4,2025-10,18,108,102,107,2025-10-24 17:00:00,2025-10-24 18:00:00,6,True,111.97929464148758,,,,,,,,,,,,,153.45809906497652,94.85864440666546,145.5989444066654,129.5535389352658,66.95353362735523,81.45300740799712
297,2025-10-25,5,2025-10,18,108,102,107,2025-10-25 17:00:00,2025-10-25 18:00:00,6,True,101.93984089909372,,,,,,,,,,,,,-135.20561202008957,185.24224384760146,255.53111777022468,14.046090382084003,91.2271589525485,200.79804646219327
298,2025-10-26,6,2025-10,18,108,102,107,2025-10-26 17:00:00,2025-10-26 18:00:00,6,True,169.93279375996386,,,,,,,,,,,,,98.84281412445489,136.01954597879285,132.58695985446502,197.6119018817917,157.49455179706092,297.0409889232178
299,2025-10-27,0,2025-10,18,108,102,107,2025-10-27 17:00:00,2025-10-27 18:00:00,6,True,81.43852366491122,,,,,,,,,,,,,154.81990357982613,176.18833471598919,84.87918096313479,-20.073815112419652,73.89561184119611,18.921926001740758
300,2025-10-28,1,2025-10,18,108,102,107,2025-10-28 17:00:00,2025-10-28 18:00:00,6,True,25.645504106700326,,,,,,,,,,,,,97.20324960479047,77.75811700863778,29.92008777560568,-11.190004476560716,2.561499870375883,-42.37992514264715
301,2025-10-29,2,2025-10,18,108,102,107,2025-10-29 17:00:00,2025-10-29 18:00:00,6,True,147.42730719690084,,,,,,,,,,,,,-27.49055557887459,65.2899980420134,226.81033746974117,239.36734695720497,182.33412838992717,198.25258790139287
302,2025-10-30,3,2025-10,18,108,102,107,2025-10-30 17:00:00,2025-10-30 18:00:00,6,True,110.2868716453592,,,,,,,,,,,,,150.47052862193777,46.32156603155181,-32.36744881095092,118.11015396380299,141.89087964931696,237.29555041649655
303,2025-10-31,4,2025-10,18,108,102,107,2025-10-31 17:00:00,2025-10-31 18:00:00,6,True,-16.477473316184085,,,,,,,,,,,,,72.32978136191105,-150.66751946896056,-79.76346728843191,167.2718936850979,-22.102787093759616,-85.93274109296135
304,2025-11-01,5,2025-11,18,108,102,107,2025-11-01 17:00:00,2025-11-01 18:00:00,6,True,115.63221614914369,,,,,,,,,,,,,246.75774971325563,188.92552099257364,175.68058651417823,198.31359060643217,-16.51698297568646,-99.36716795589109
305,2025-11-02,6,2025-11,18,108,102,107,2025-11-02 17:00:00,2025-11-02 18:00:00,6,True,9.318584315372087,,,,,,,,,,,,,165.1010353594038,48.65323072922456,-40.52405002611977,1.8414731908296744,-57.502106751750034,-61.6580766093557
306,2025-11-03,0,2025-11,18,108,102,107,2025-11-03 17:00:00,2025-11-03 18:00:00,6,True,90.2396468833628,,,,,,,,,,,,,88.28414108397101,130.4553946302367,45.72949941731349,-1.7930883060962515,13.635318040059246,265.12661643469255
307,2025-11-04,1,2025-11,18,108,102,107,2025-11-04 17:00:00,2025-11-04 18:00:00,6,True,141.68857468348733,,,,,,,,,,,,,-136.91831259543687,76.21106871062238,264.21154825140275,258.4198724267135,225.8529563266402,162.35431498098205
308,2025-11-05,2,2025-11,18,108,102,107,2025-11-05 17:00:00,2025-11-05 18:00:00,6,True,15.598106131553322,,,,,,,,,,,,,137.347842347016,43.16324831948168,109.16296067568055,162.1884040963123,-184.3142025510897,-173.95961609808091
309,2025-11-06,3,2025-11,18,108,102,107,2025-11-06 17:00:00,2025-11-06 18:00:00,6,True,33.79967235306761,,,,,,,,,,,,,138.95003575944338,-25.827341463435914,-181.57642630734426,-137.1557507011139,154.8523399931155,253.55517683774087
310,2025-11-07,4,2025-11,18,108,102,107,2025-11-07 17:00:00,2025-11-07 18:00:00,6,True,196.89681319420342,,,,,,,,,,,,,-51.81532030045537,222.27343717599524,272.62787502184756,230.11756100147795,266.95894430164117,241.2183819647139
311,2025-11-08,5,2025-11,18,108,102,107,2025-11-08 17:00:00,2025-11-08 18:00:00,6,True,47.64942449870947,,,,,,,,,,,,,38.72318270560845,84.04194437531578,42.485217959052534,26.38659372446864,60.48251113613287,33.77709709167857
312,2025-11-09,6,2025-11,18,108,102,107,2025-11-09 17:00:00,2025-11-09 18:00:00,6,True,120.8390022774059,,,,,,,,,,,,,150.3949869155149,91.59369705213066,118.35880432779686,141.09720432779613,105.33521621535783,118.25410482583902
313,2025-11-10,0,2025-11,18,108,102,107,2025-11-10 17:00:00,2025-11-10 18:00:00,6,True,90.03143863377015,,,,,,,,,,,,,2.8413303602010274,157.42277129124977,103.25878655738143,-23.634591984929102,149.04195811381396,151.2583774649038
314,2025-11-11,1,2025-11,18,108,102,107,2025-11-11 17:00:00,2025-11-11 18:00:00,6,True,15.861691811711202,,,,,,,,,,,,,-65.53660829947421,46.295916592890535,207.1920990190274,138.37116655911177,-133.9744868483076,-97.17793615298069
315,2025-11-12,2,2025-11,18,108,102,107,2025-11-12 17:00:00,2025-11-12 18:00:00,6,True,103.73312477118513,,,,,,,,,,,,,264.7842800082626,75.98761542624197,-16.785890640073376,91.38404657122737,135.8406516611767,71.18804560027547
316,2025-11-13,3,2025-11,18,108,102,107,2025-11-13 17:00:00,2025-11-13 18:00:00,6,True,170.8969356180281,,,,,,,,,,,,,122.78751821771039,190.39418551766357,276.35458055388426,258.50776533088083,162.10857006146398,15.228994026565488
317,2025-11-14,4,2025-11,18,108,102,107,2025-11-14 17:00:00,2025-11-14 18:00:00,6,True,-16.49185102933863,,,,,,,,,,,,,34.91930084106434,59.389733463565335,17.164548629025376,-38.165389036053966,-121.7687620725028,-50.49053800113006
318,2025-11-15,5,2025-11,18,108,102,107,2025-11-15 17:00:00,2025-11-15 18:00:00,6,True,-6.010849001428521,,,,,,,,,,,,,-149.6042210954388,-53.34860686225329,83.15830936238035,101.56971443817247,17.954252913015807,-35.79454276444767
319,2025-11-16,6,2025-11,18,108,102,107,2025-11-16 17:00:00,2025-11-16 18:00:00,6,True,87.8780463471456,,,,,,,,,,,,,308.6211361772712,25.666861717419124,-46.93337785055155,65.63689812527537,1.8233781200397061,172.4533817934198
320,2025-11-17,0,2025-11,18,108,102,107,2025-11-17 17:00:00,2025-11-17 18:00:00,6,True,33.09095191049179,,,,,,,,,,,,,146.28657226243376,9.045857668953431,-22.93822857968007,27.455053530678924,41.58403937381627,-2.8875827932515676
321,2025-11-18,1,2025-11,18,108,102,107,2025-11-18 17:00:00,2025-11-18 18:00:00,6,True,84.95694389864805,,,,,,,,,,,,,177.0145309434174,220.3962706884813,147.1452190521295,-25.736145612488144,-41.44105131041124,32.36283963075948
322,2025-11-19,2,2025-11,18,108,102,107,2025-11-19 17:00:00,2025-11-19 18:00:00,6,True,-15.48955749062649,,,,,,,,,,,,,-133.27473112512962,-55.47308717035867,-31.738349631180427,-43.43421067270356,64.86538205524175,106.11765160037157
323,2025-11-20,3,2025-11,18,108,102,107,2025-11-20 17:00:00,2025-11-20 18:00:00,6,True,74.79536822769721,,,,,,,,,,,,,367.17479270631884,44.31656305475735,-91.57494793690967,138.02594095396762,10.433129738666139,-19.603269150617052
324,2025-11-21,4,2025-11,18,108,102,107,2025-11-21 17:00:00,2025-11-21 18:00:00,6,True,60.01223601329563,,,,,,,,,,,,,-0.4879340009115367,101.23189598527051,68.51378004752496,-63.72057797792468,60.248100640653774,194.28815138516075
325,2025-11-22,5,2025-11,18,108,102,107,2025-11-22 17:00:00,2025-11-22 18:00:00,6,True,-3.6439603252384436,,,,,,,,,,,,,106.52358869706632,-134.56030125287134,-139.2138479559835,44.630405881899605,74.41389742427418,26.342495254184087
326,2025-11-23,6,2025-11,18,108,102,107,2025-11-23 17:00:00,2025-11-23 18:00:00,6,True,32.33228325741766,,,,,,,,,,,,,-4.107834903653384,115.44459522470243,98.17519380518115,-91.75581573969794,20.54435717628803,55.693203981685656
327,2025-11-24,0,2025-11,18,108,102,107,2025-11-24 17:00:00,2025-11-24 18:00:00,6,True,-66.12019759608772,,,,,,,,,,,,,-220.46312128408954,-234.3705125043898,-78.38640788634257,94.05685465392617,96.16390898629561,-53.72190754192616
328,2025-11-25,1,2025-11,18,108,102,107,2025-11-25 17:00:00,2025-11-25 18:00:00,6,True,-8.661133369806521,,,,,,,,,,,,,0.6129752872584504,-216.43034986265047,-106.93742381202355,119.38004809566155,108.56527743349307,42.842672639421835
